Title,Company,Description,Salary,Deadline,Locations,Mode,Type,Gender,Experience,Field_Of_Interests,Source
python Developer,ABC Technologies,"We are looking for a talented and experienced Python developer to join our team. The ideal candidate will have a strong understanding of Python programming, as well as experience with web development, data science, and machine learning. The role will involve developing and maintaining Python applications, as well as working with other developers to design and implement new features. Job Type: Full-time Ability to Commute: Ability to Relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/ABC-Technologies/jobs/Python-Developer-51b05fc7938a1957?fccid=fe7c88f3f15cb71c&vjs=3
Principal Test Automation Engineer,360factors Inc.,Key Responsibilities Requirements Qualification & Experience Required Skill Set Send us your resume at careers@360factors.commentioning the position in subject line. Job Type: Full-time Ability to commute/relocate: ,Full-time,,Karachi,,,,,,https://pk.indeed.com/company/360factors-Inc./jobs/Software-Test-Engineer-49e3b5c899546c90?fccid=9ec84e66372e99c2&vjs=3
Banking Technology Consultant (Developer),KODEV GLOBAL (PVT) LTD,"We are seeking a highly experienced and skilled Banking Technology Consultant to join our team. As a Developer, you will leverage your expertise in software design, development, technical and functional support, and consultancy to deliver exceptional solutions for a variety of business applications within the banking domain. Your proficiency in Oracle applications, specifically the Temenos T24 latest version, along with your hands-on experience in data migration, will be key to the success of our current and future projects. - Bachelor's degree in Computer Science, Information Technology, or a related field.- Minimum of 4 years of relevant professional experience in software design, development, and consultancy, with at least 2 years in the banking technology domain.- Strong expertise in PL/SQL, Oracle Forms, and Oracle databases.- Proven experience in team management and leadership roles, with excellent communication and interpersonal skills.- Sound business analysis and requirements analysis abilities, translating business needs into technical solutions.- Proficiency in core banking applications, specifically Temenos T24 latest version, and familiarity with ERPs.- Comprehensive understanding of data migration processes, strategies, and best practices.- Prior exposure to Islamic and conventional banking software solutions, MRP, CRM, general ledger, and sales-related systems.- In-depth knowledge of software development life cycle (SDLC) methodologies.- Ability to work effectively in a collaborative, cross-functional team environment.- Strong problem-solving skills and a proactive attitude towards challenges.- Exceptional organizational skills with the ability to manage multiple tasks and priorities simultaneously.- Previous involvement in data migration projects and experience with GAP analysis is a plus. Job Type: Full-time Salary: From Rs200,000.00 per month Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/KODEV-GLOBAL-(PVT)-LTD/jobs/Banking-Consultant-36ad06a1aef3a46a?fccid=a3c9b86f28443b99&vjs=3
PHP Developer,4 Ace Technologies,"4 Ace Technologies is a software company operating since 13+ years. We provide software development services to international clients including USA, Canada, UAE, etc. We build industry-specific, mission-critical enterprise software solutions that run various medium and large businesses. The Position: We are looking for PHP Developers to join one of our PHP development teams. We are looking for talented, detail-oriented, and enthusiastic PHP developers who are passionate about tools and enjoys working with multiple projects and a wide range of technologies. Required Qualifications & Skills: Exciting Benefits we offer: Skills: Job Type: Full-time Salary: Rs50,000.00 - Rs120,000.00 per month ","Rs 50,000 - Rs 120,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/4-Ace-Technologies/jobs/PHP-Developer-87ada45513b2e765?fccid=5a625295157abefe&vjs=3
Backend Engineer,Circadia Health,,Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=3b43362c9a949592&fccid=edcbd9d0cd82befe&vjs=3
Python Developer (Morning Shift),Nixaam,"Job description We are looking for python developers to join our team and help us create dynamic software applications. If you think you are capable enough to be part of a winning team then join us to boost your career. Qualification: Bachelor's in computer science. Experience: At least 1 Year experience as Python Developer Responsibilities Skills And Qualifications Additional Benefits: Shift Timings: 9:00 am to 6:30 pm Job Types: Full-time, Contract Job Type: Full-time COVID-19 considerations:Must be vaccinated. ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/NiXaam/jobs/Python-Developer-d91e25ca23e73127?fccid=2ce7e740e4ff556c&vjs=3
Manager IT Audit,Pakistan Intermodal Limited,"We are looking for an IT Audit Manager with 12+ years of experience in proficiency managing, developing and/or overseeing IT and Cyber Security audits, such as managing, coordinating, and administrating IT & Cyber Security Audits from beginning to end at a client on Secondment basis. 06 x Months Contract and secondment in Riyadh, Saudi Arabia. Job Responsibilities: · Performed IA activities including development of IT audit programs, document testing results, developed observation logs, discussed and issuance of draft and final audit reports. · Experience in leading teams in performing IT audits and risk assessment assignments. · Strong understanding of IT processes and systems. · Evaluating an organization’s compliance with applicable regulation and industry standards such as ISO 27001, COBIT, ITIL etc. · Identify key risks and controls, recommend improved controls, perform controls readiness and identify and assess controls in IT infrastructures, security, change management, access management, operations, program development, and in financial reporting related business processes. You will also be required to draft audit reports for circulation to clients’ management · Continuously develop your skills, taking a keen interest in trends in technologies and the impact on our clients so you can help in conducting successful IT controls audits and identify any other high value propositions for our clients · Demonstrate extensive project management skills related to IT audit projects, including developing project plans, budgets, and deliverables schedules · Demonstrate extensive abilities as a team leader, which includes creating a positive environment; monitoring workloads of the team while meeting client expectations; respecting the work-life quality of team members; providing candid, meaningful feedback in a timely manner; and keeping leadership informed of progress · The role also requires that the candidate is able to collaborate with colleagues across different competences within the firm (e.g. ERP Assurance, Data Assurance, Cyber Security and Enterprise Resilience) · The role includes wider responsibilities which will include collaborating with the Chief Audit Executive for agreeing budgets, communications IT audit results and their impact on the overall audit and making contributions to the audit strategy/plan · You will be required to possess strong IT auditing skills and work in close collaboration with thefinancial audit and internal audit teams Requirements: · Bachelor’s degree in Computer Science or related discipline · Professional qualification e.g. CISA etc. · Minimum 12+ years of experience in Internal Audit in Financial Sector (Banks) · Excellent verbal and written communication skills – Must be able to communicate effectively to various levels within Huntington including executive management. · Excellent project management skills – Must be organized, detail oriented, and able to work well under deadlines. · Must be able to manage the workforce in accordance with the deadlines. · Strong analytical and problem solving skills. Job Types: Full-time, ContractContract length: 6 months Salary: Rs450,000.00 - Rs500,000.00 per month Ability to commute/relocate: Application Question(s): ",Full-time,,Karachi,,Contract,,,,https://pk.indeed.com/company/Pakistan-Intermodal-Limited/jobs/IT-Auditor-70f384789f305bce?fccid=e4ad1067a81c5f09&vjs=3
Linux Administrator,Riuman International,"Join the team at Riuman International and put your ""Linux Administrator"" skills to the test! Location: Shahrah-e-Faisal Karachi Experience: 2 to 3 Years Qualification: BS degree in Computer Science or relevant field We're looking for a candidate with 2-4 years of experience and a BS degree to work on AWS, Digital Ocean, Alibaba, and OVH Cloud. As a Linux System Administrator, you'll tackle challenges involving scaling, high availability, reliability, data pipelines, micro-services, and more. You'll be skilled in working directly on the command line and building internal tools to help your team be more efficient. If you're comfortable in building and scaling applications on one or more technologies that make up our stack: Redis, Memcache, RabbitMQ, MySQL, Nginx, Apache, PHP, Java, and more, then apply today! Join our enthusiastic team and contribute to our continued success in the industry! Job Type: Full-time Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Vetgen-Services/jobs/Systems-Administrator-3bea1c495475d83b?fccid=cef059b6e3662f6d&vjs=3
SENIOR WEB DEVOLOPER.,Rapid Supplies General Trading LLC,"Job brief We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of our website. Web developer responsibilities include building our website from concept all the way to completion from the bottom up, fashioning everything from the home page to site layout and function. Responsibilities Requirements and skills Job Type: Full-time Salary: Rs70,000.00 - Rs150,000.00 per month ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/UAE-Based-General-Trading-Firm/jobs/Senior-Web-Developer-a3253e7c8c010062?fccid=e0f38059ae5af15e&vjs=3
Software Integrator (ERP Specialist),Horizon Technologies,"Job Summary: Jamal Noor Hospital is seeking an experienced and highly motivated Cloud-Based Hospital Management System ERP Implementation Specialist to join our team. As we embark on the implementation phase of our recently purchased software, we are looking for a candidate who can effectively coordinate the implementation process, set timelines, and ensure the successful deployment of the ERP system. The ideal candidate will have prior experience in clinical or hospital-based application deployment and possess a strong understanding of hospital management processes. Customization of the ERP software, if required, will be undertaken by the developers, and the Implementation Specialist will play a crucial role in coordinating and ensuring seamless integration of the system. Responsibilities: ● Collaborate with stakeholders to establish clear implementation objectives, timelines, and milestones for the cloud-based hospital management system ERP.● Coordinate with the software developers for any required customization of the ERP software to meet the specific needs of Jamal Noor Hospital.● Oversee and monitor the implementation process, ensuring adherence to timelines and milestones.● Coordinate with cross-functional teams to facilitate smooth integration of the ERP system across various departments within the hospital.● Provide guidance and support to end-users during the implementation process, addressing any technical issues or concerns.● Conduct thorough testing and quality assurance to identify and resolve system issues before the go-live phase.● Collaborate with the training team to develop and deliver comprehensive training programs for end-users, ensuring effective utilization of the cloud-based hospital management system ERP.● Stay updated with industry trends and best practices in hospital management system ERP implementations, recommending system enhancements or optimizations and ensure compliance with data security regulations and maintain the confidentiality of sensitive information throughout the implementation process. Qualifications: ● Bachelor's degree in computer science, information systems, or a related field. Master's degree is a plus. ● Proven experience in coordinating and overseeing the implementation of cloud-based hospital management systems ERPs. ● Strong understanding of hospital management processes and workflows, with previous experience in clinical or hospital-based application deployments, preferred. ● Excellent coordination and project management skills, with the ability to set and manage timelines and milestones effectively. ● Familiarity with customization processes and coordination with software developers to meet specific organizational requirements. ● Strong analytical and problem-solving skills, with the ability to identify and address system issues during the implementation phase. ● Excellent communication and interpersonal skills, with the ability to collaborate effectively with cross-functional teams and communicate technical concepts to non-technical stakeholders. ● Experience in training end-users and providing ongoing support during the implementation process. ● Familiarity with data security regulations in the healthcare industry. ● Certifications in relevant cloud-based hospital management systems or ERP software are a plus. Job Timings: ● 9 AM to 6 PM Working Days: ● Monday to Friday Job Type: ● Permanent/Full-time Job Type: Full-time Salary: Rs150,000.00 - Rs175,000.00 per month ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/PlegoTechnologies/jobs/Integration-Specialist-52b50726f451072f?fccid=a88ec61a9fa2633e&vjs=3
BI Developer,360factors,"  The role of Business Intelligence (BI) Developer demands enthusiasm with responsibility, to develop and manage analytical reports, and dashboards which transform data into knowledge. Extensive SQL writing is also required with a strong background in reporting.  You must have a business acumen, a keen problem-solving attitude, augmented by excellent interpersonal skills. These qualities will help you pace up your collaboration with multiple teams simultaneously, to make product delivery successful.  Send us your resume at careers@360factors.com mentioning the position in subject line. ",,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=cbb4518055244fdf&fccid=d22349acbca64664&vjs=3
Angular Developer,Technosys,"Key Responsibilities: · Developing & maintaining features for Web based enterprise application · Creating Interactive Dashboards (data visualization eg charts, pivot, data grids) · Developing front-end features and consuming Web Server APIs Required Skills: · Hands-on experience of Front-end languages i.e. JavaScript/Typescript, HTML and CSS · Proficiency with Angular 2+ . Expertise on DevExtreme Component Suit · Experience of using Web (Browser) APIs specially DOM and XMLHttpRequest/fetch · Knowledge of HTTP (Request, Response, Headers, Authorization) · Experience of consuming/integrating Web Server APIs · STRONG Debugging skills · Should be able to read and understand the documentation of libraries/framework being used · Experience of UI/UX design will be a plus · Experience of creating ASP.NET REST APIs will be a plus Qualification: · Degree in Software Engineering/Computer Science with minimum 1 year of experience Personal Skills: · Good learner & reader · Clear communication skills · Self-Disciplined and Self-Motivated Job Type: Full-time ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/TechnoSys/jobs/Developer-d076698733280165?fccid=3ae0c89d29796582&vjs=3
Sr. NodeJs Engineer,Afiniti,,,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=5108de4fed4428c7&fccid=b699f89e027ca757&vjs=3
Senior Tech Assistant - Experienced Tech - REMOTE,STAYLAND,"Experienced Tech Assistant Job Offering (Remote) Position: Senior Tech Assistant (Remote) Do you possess a high level of technical expertise along with a deep understanding of current technology trends and you enjoy managing tech projects from start to finish? Are you ready to apply your advanced skills to impact a rapidly growing organization? If so, we invite you to consider an exciting remote opportunity as a Senior Tech Assistant with our company. Your role will be pivotal in streamlining our tech operations, from platform research to advanced troubleshooting, as you work closely with our Tech and Sales departments. Responsibilities Requirements You Should Join Us If What We Offer Key Personal Traits If you're an experienced tech professional who is passionate about staying at the forefront of the technology landscape, we want to hear from you. Job Type: Full-time Salary: Rs80,000.00 - Rs100,000.00 per month Language: ","Rs 80,000 - Rs 100,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Stayland/jobs/Senior-Technician-6abb9645a3e57a2d?fccid=e23ee7b043dbb144&vjs=3
SOC Analyst - IT Infrastructure and Network Security,Bit-Development (Pvt) Ltd.,"Job Title: SOC Analyst - IT Infrastructure and Network Security We are seeking a SOC Analyst with 2-4 years of relevant work experience, specializing in SOC operations, IT infrastructure security, and network security. The ideal candidate should possess hands-on experience with SIEM tools. This role demands a strong grasp of security event analysis, threat detection, and incident response, combined with effective collaboration skills to safeguard our organization's critical assets. Key Responsibilities: SIEM Implementation and Continuous Monitoring: IT Infrastructure Security: Security Logging and Monitoring: Security Tools Assistance: Alert Management and Incident Support: Threat Detection and Proactive Activities: Requirements: Job Type: Full-time Salary: Up to Rs200,000.00 per month ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Bit--Development-(Pvt)-Ltd./jobs/Soc-Analyst-dcd16a34d43a7923?fccid=4afddb9dda0a9935&vjs=3
Assistant Manager/ Manager – Operational Risk Analyst,HRSG,"Job Description: Knowledge, Skills and Experience: Required Qualifications (Post Qualification) : Masters / Bachelors degree (16 years of equivalent education) in quantitative discipline (Actuarial Science, Statistics, Finance and Mathematics) from HEC recognized institution. Candidates holding CFA/FRM certifications will be preferred. Job Type: Full-time Salary: Rs100,000.00 - Rs150,000.00 per month Education: Experience: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/HRSG/jobs/Risk-Analyst-46a44f86d1af58a1?fccid=7ee7dfbd109f1eb3&vjs=3
ASP.NET Developer,Smart Placement (Pvt) Ltd,"Knowledge, Skills and Personal Characteristics: Education: Languages / Tools: Job Type: Full-time Pay: Rs31,825.15 - Rs109,389.40 per month Ability to commute/relocate: ","Rs 31,825 - Rs 109,389 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Smart-Placement/jobs/.NET-Developer-d1ab9c72b87aa1fd?fccid=8d2c4609b71b6afd&vjs=3
iOS Intern,MMC Global,"We are looking for an iOS intern who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented engineers to design and build the next generation of our mobile applications. Responsibilities Requirements and skills Job Type: InternshipContract length: 2 months Pay: Rs15,000.00 per month Ability to commute/relocate: Education: Application Deadline: 22/06/2023 ","Rs 15,000 a month",,Karachi,,Internship,,,,https://pk.indeed.com/company/MMC-Global/jobs/Ios-Intern-c20b53c70994a8a0?fccid=7764a335f698481d&vjs=3
Android Developer,TeReSol - Pvt - Ltd,"Job Description: We are seeking a talented and experienced Android Developers to join our team at TeReSol Pvt Ltd. As an Android Developer, you will play a crucial role in the development of cutting-edge digital applications that enhance user experiences and drive our company's success. If you are passionate about mobile app development and possess the skills necessary to create innovative Android applications, we want to hear from you. Responsibilities: *Design, develop, and maintain high-quality Android applications that meet business requirements and user needs. *Write clean, maintainable, and efficient code. Identify and fix bugs to ensure application stability and performance. *Collaborate with designers to implement intuitive and visually appealing user interfaces, ensuring a seamless user experience. *Integrate with external APIs, web services, and databases to fetch and display data within the app. *Continuously optimize application performance, ensuring smooth operation on various Android devices and OS versions. *Implement security best practices to protect user data and ensure the application's safety against potential threats. *Use version control systems, such as Git, to track changes and collaborate effectively with the development team. *Perform thorough testing, including unit testing and UI testing, to identify and address issues early in the development process. * Create and maintain detailed technical documentation for code, APIs, and application architecture. *Keep up-to-date with the latest industry trends, Android development tools, and emerging technologies to continuously improve your skills and contribute to the team's success. Requirements: *Bachelor's degree in Computer Science, Software Engineering, or a related field (or equivalent experience). *Proven experience in Android app development, with a strong portfolio showcasing your work. *Proficiency in Java and/or Kotlin programming languages. *Familiarity with Android Studio, Android SDK, and common development tools. *Knowledge of RESTful APIs and JSON for data retrieval and manipulation. *Strong problem-solving and debugging skills. *Understanding of mobile UI/UX principles and material design. *Experience with version control systems, preferably Git. *Excellent communication and teamwork skills. *Ability to work in an agile development environment and meet project deadlines. *Preferred Qualifications (not required but a plus): *Experience with cross-platform mobile development frameworks (e.g., React Native, Flutter). *Knowledge of mobile security best practices. *Familiarity with cloud services (e.g., AWS, Firebase). *Contributions to open-source projects or personal mobile app projects. Job Type: Full-time Salary: From Rs700,000.00 per month Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/TeReSol---Pvt---Ltd/jobs/Android-Developer-9b7c6f80d3697495?fccid=266ddcaaeabe9e30&vjs=3
Software Engineer - PHP,Dawat-e-Islami IT Department,"Job Specification: Job experience: Job Type: Full-time Salary: Rs80,000.00 - Rs140,000.00 per month Application Deadline: 30/09/2023 ","Rs 80,000 - Rs 140,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Dawat--e--Islami-IT-Department/jobs/Software-Engineer-13f7f980511c8c39?fccid=a76e15071984cd49&vjs=3
Digital Analytics Manager,Kuza Ventures,"Position: Digital Analytics ManagerDepartment: Corporate Data & AnalyticsLocation: Clifton, Karachi We are seeking a highly-skilled, motivated, and knowledgeable Google Analytics Specialist. This role requires expert-level knowledge in Web Analytics (strategy, requirements, implementation, validation, reporting) specifically with Google Analytics 4. You will be working with the Data & Analytics Team as an expert on the implementation and the setup of Google Analytics, the main pixel management tool on the market (GTM, Facebook pixel) as well as data-management and visualization tools like Google data Studio, Big Query and automation processes in general. Responsibilities:1. Design, set-up and maintain data collection system from our digital platforms to optimize visibility on traffic acquisition and behavior2. Measure and analyse marketing channel and campaign performance to enhance effectiveness (e.g., Web, SEO, Paid Ads, Affiliates, Email, Social Media, etc.)3. Create a custom audience for re-targeting; recommend and create A/B or multivariate tests to improve user experience and conversion4. Build data architecture by consolidating digital data in Big Query and designing the schema to serve as the back end for dynamic dashboards5. Provide in-depth and actionable custom reports to communicate key metrics and findings6. Develop and maintain custom reports within Google Analytics or outside of it using data visualization tools like Power BI7. Automate bespoke processes by implementing scripts in different languages and integrate with various tools (CRM, Dashboards) to scale processes Requirements:1. Graduate degree in computer science or any numeric field2. Google Analytics Certification is highly preferred3. 3-4 years of overall experience4. 1-2 years of implementation experience with Google Analytics and Google Tag Manager in web & app front ends (must have)5. Web & Mobile Analytics (Google Analytics Universal &amp; Version 4, and Firebase) (must have) Marketing Analytics solution implementations – Facebook analytics, Google Ads etc6. Analytics & reporting – DataStudio report creation7. Working experience with SQL & SQL Server (BigQuery highly preferred) including database design, querying, and reporting8. Reporting & Visualization in Google Data Studio9. Scripting Language (JQuery, JavaScript, SQL)10. HTML coding - preferred11. Strong analytical skills; ability to analyze raw data, draw conclusions, and develop actionable recommendations for stakeholders with varying levels of analytic expertise Apply at Recruitment@kuzaventures.com * Job Type: Full-time Salary: Up to Rs50,000.00 per year ","Rs 50,000 a year",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Kuza-Ventures/jobs/Analytics-Manager-d543f899b80a1101?fccid=b96a50ca34e655f8&vjs=3
Node.js Developer,TECHONIQ,"As a Node.js Developer at Techoniq, you will play a crucial role in building and maintaining robust, scalable, and highly available web applications and backend services. You will work closely with our development team to design, develop, and implement server-side logic, ensuring the responsiveness and performance of our applications. Your expertise in Node.js will be essential in driving the success of our projects. Key Responsibilities: Backend Development: Develop server-side logic using Node.js to power web applications and services. API Development: Design and implement RESTful APIs for seamless communication between front-end and back-end systems. Database Integration: Integrate databases, such as MongoDB or PostgreSQL, to store and retrieve data efficiently. Code Optimization: Write clean, maintainable, and efficient code while optimizing applications for maximum performance and scalability. Documentation: Maintain clear and concise documentation for code, APIs, and development processes. Continuous Improvement: Stay updated on industry trends and emerging technologies to suggest improvements and innovative solutions. Qualifications: Nice-to-Have: Job Type: Full-time Salary: Rs100,000.00 - Rs120,000.00 per month ","Rs 100,000 - Rs 120,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Techoniq/jobs/Developer-718b846f1e4a62f7?fccid=23578c510b70d30e&vjs=3
Full Stack Developer,JtechSight,"Location: Karachi, Pakistan Job Type: [Full-time/Part-time/Contract] Experience Level: 3+ years Company Overview: JTechsight is a dynamic and innovative company at the forefront of web development. We are seeking a talented and experienced Next.js Frontend Developer with expertise in Tailwind CSS and Supabase to join our team. If you are passionate about creating highly responsive and performant web applications and have a strong background in these technologies, we want to hear from you. Job Description: As a Next.js Frontend Developer at JTechsight, you will play a pivotal role in designing, developing, and maintaining our web applications. Your primary focus will be on implementing elegant user interfaces and ensuring a seamless user experience while leveraging the power of Next.js, Tailwind CSS, and Supabase. Key Responsibilities: Collaborate with the design team to implement responsive and pixel-perfect user interfaces based on provided designs. Develop and maintain modular and reusable components using Next.js and Tailwind CSS. Work closely with the backend development team to integrate frontend components with Supabase, ensuring data consistency and real-time updates. Optimize web applications for maximum speed and scalability, taking performance considerations into account. Write clean, maintainable, and well-documented code following industry best practices and coding standards. Stay up-to-date with the latest trends and technologies in web development, and proactively suggest improvements and optimizations. Conduct code reviews and provide constructive feedback to peers. Troubleshoot and resolve frontend-related issues and bugs in a timely manner. Collaborate with cross-functional teams, including product managers and QA engineers, to deliver high-quality software. Qualifications: Bachelor's degree in Computer Science, a related field, or equivalent work experience. Minimum of 3 years of professional experience in frontend development. Strong proficiency in Next.js and React.js. Extensive experience with Tailwind CSS for styling web applications. Knowledge of Supabase or similar database-as-a-service platforms for building backend systems. Proficiency in HTML, CSS, and JavaScript. Experience with version control systems, such as Git. Solid understanding of web performance optimization techniques. Excellent problem-solving skills and attention to detail. Strong communication and teamwork skills. Preferred Qualifications: Experience with server-side rendering (SSR) in Next.js. Familiarity with TypeScript. Knowledge of state management libraries like Redux or MobX. Experience with GraphQL. Previous work on e-commerce or data-intensive web applications. How to Apply: If you are excited about the opportunity to work with cutting-edge technologies and be part of a dynamic team, please submit your resume, along with a portfolio of your relevant work, to jtechsight@gmail.com. Be sure to include ""Next.js Frontend Developer Application"" in the subject line. JTechsight is an equal opportunity employer. We encourage candidates from all backgrounds and experiences to apply. We look forward to hearing from you and exploring how your skills and expertise can contribute to our innovative projects. Job Type: Full-time Salary: Rs50,000.00 - Rs100,000.00 per month Ability to commute/relocate: ","Rs 50,000 - Rs 100,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/JtechSight/jobs/Full-Stack-Developer-a55e653095c5a35b?fccid=b52c7eb464a81731&vjs=3
Technical Consultant - PMO Office,SmarTalent,"The Technical Consultant in the PMO office is a key member of cross-functional project teams, collaborating closely with Functional Consultants and other stakeholders to design, develop, and implement technical solutions within ERP projects. Reporting to the Project Manager, the Technical Consultant ensures seamless integration of technical elements to meet project objectives. Roles and Responsibilities: 1. Technical Solution Design: Collaborate with Functional Consultants to understand business requirements and translate them into technical designs. Design customized technical solutions within the ERP system, aligning them with functional specifications. 2. ERP Configuration and Customization: Configure and customize ERP modules and functionalities based on client requirements. Develop and implement enhancements, workflows, reports, and interfaces to optimize system performance. 3. Data Migration and Integration: Collaborate with the Data Migration team to plan and execute data migration strategies. Integrate the ERP system with external applications, databases, and third-party systems. 4. System Testing and Quality Assurance: Perform rigorous testing of technical configurations, customizations, and integrations. Ensure data accuracy, system stability, and compatibility through various testing phases. 5. Troubleshooting and Issue Resolution: Identify and troubleshoot technical issues, providing timely and effective solutions. Collaborate with the Functional Consultant and other stakeholders to address technical challenges. 6. Technical Documentation: Create comprehensive technical documentation, including system designs, technical specifications, and configuration guides. Maintain accurate records of customization details, technical decisions, and change logs. 7. Collaboration and Communication: Work closely with Functional Consultants to align technical solutions with functional requirements. Communicate technical details effectively to non-technical stakeholders, ensuring clarity and understanding. 8. Project Coordination: Collaborate with the Project Manager to ensure timely and accurate completion of technical tasks. Provide technical expertise and support to the project team throughout the implementation lifecycle. 9. Continuous Improvement: Stay informed about the latest ERP updates, features, and best practices to enhance technical solutions. Participate in post-project reviews to identify technical insights, lessons learned, and opportunities for improvement. 10. Training and Knowledge Sharing: Train end-users and project team members on technical aspects of the ERP system. Share technical knowledge and insights with colleagues, contributing to team growth and expertise. Qualifications and Experience: Bachelor's degree in Computer Science, Information Technology, or a related field. Odoo specific technical consultants profiles (preferred) Python experienced who have also worked on Odoo. Previous experience as a Technical Consultant or similar role within ERP implementations. Proficiency in programming languages (e.g., Python), scripting, and database management. Familiarity with ERP systems, preferably Odoo, and related technical frameworks. Strong problem-solving and analytical skills, with an aptitude for technical troubleshooting. Excellent communication skills, both technical and non-technical, for effective collaboration. Key Competencies: Technical Solution Design ERP Configuration and Customization Data Migration and Integration System Testing and Quality Assurance Troubleshooting and Issue Resolution Technical Documentation Collaboration and Communication Project Coordination Continuous Improvement Training and Knowledge Sharing Job Type: Full-time Pay: Rs150,000.00 - Rs200,000.00 per month Application Question(s): Experience: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Raw-Tech-Trade/jobs/Technical-Consultant-eed10d9147f1895a?fccid=93115cfc6421cd66&vjs=3
Business Support Analyst,Contour Software,,Full-time,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=e67daf99b1c3e2ae&fccid=a1cf3602cc601f16&vjs=3
PHP Laravel Developer,Lime Software Logics (SMC-PVT) Limited,"As a Laravel Developer, you will be responsible for designing, coding, and modifying innovative web applications using the Laravel framework. Your expertise will play a key role in delivering robust, scalable, and high-performance solutions that meet our clients' business requirements. Responsibilities: Requirements: Job Type: Full-time Salary: Rs125,000.00 - Rs145,000.00 per month Ability to commute/relocate: Education: Experience: ","Rs 125,000 - Rs 145,000 a month",,Karachi,,Full-time,,,,https://pk.indeed.com/company/Lime-Software-Logics-(SMC--PVT)-Limited/jobs/PHP-Developer-5dbf7d108d7e751e?fccid=c9c98cf93fe23740&vjs=3
Junior Banking Technology Developer,KODEV GLOBAL (PVT) LTD,"*We are searching for a motivated and enthusiastic Junior Banking Technology Developer to join our team. As a Junior Developer, you will have the opportunity to learn and grow while contributing to the design, development, and support of software solutions for various business applications within the banking sector. Your exposure to Oracle applications and your interest in data migration will play a vital role in assisting our team with ongoing projects. *Requirements:**- Bachelor's degree in Computer Science, Information Technology, or a related field. - Basic understanding of programming concepts and JavaScript (experience with other programming languages is a plus).- Strong willingness to learn and develop technical skills in a fast-paced environment.- Solid communication and interpersonal skills to collaborate effectively within a team.- Interest in the banking technology domain and a desire to learn about core banking applications, ERPs, and data migration processes.- Familiarity with software development life cycle (SDLC) principles.- Curiosity and proactive attitude when approaching challenges and problem-solving.- Attention to detail and organizational skills to manage tasks and priorities. Job Type: Full-time Salary: From Rs150,000.00 per month Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/KODEV-GLOBAL-(PVT)-LTD/jobs/Junior-Developer-87c8bf51ff9371b3?fccid=a3c9b86f28443b99&vjs=3
Senior Backend Architect,Gaditek,"In a Nutshell As Senior Backend Architect, you will have the exciting responsibility of leading/building the backend engineering, science, BI and Analytics functions and their strategy, processes, and team. You will be a key member of the Tech, Growth and Product Leadership team and collaborate across all levels and departments within the organization. The successful candidate will bring a blend of technical strength, engineering excellence, business acumen and the ability to operate in a very fast-moving environment to deliver value quickly. Key Responsibilities/What you will be expected to perform Once You Are Here, You Will Relevant Experience Who you are/You should be Job Type: Full-time Ability to commute/relocate: ",Full-time,,Karachi,,,,,,https://pk.indeed.com/company/Gaditek/jobs/Senior-Architect-de83029b14af8037?fccid=2a245418ec33c9ed&vjs=3
C++ Software Engineer II,Afiniti,,,,Karachi,,,,,,https://pk.indeed.com/rc/clk?jk=25cd417da74ab3e0&fccid=b699f89e027ca757&vjs=3
